bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276DDD30C50>, <__main__.GaussianBandit object at 0x00000276DDD31210>, <__main__.GaussianBandit object at 0x00000276DDD310D0>]",gpt-4o,intuitive,singletoken,41,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD32410>, <__main__.GaussianBandit object at 0x00000276DDD33410>, <__main__.GaussianBandit object at 0x00000276DDD300D0>]",gpt-4o,intuitive,singletoken,44,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD31ED0>, <__main__.GaussianBandit object at 0x00000276DDD32ED0>, <__main__.GaussianBandit object at 0x00000276DDD32290>]",gpt-4o,intuitive,singletoken,46,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD33550>, <__main__.GaussianBandit object at 0x00000276DDD32C50>, <__main__.GaussianBandit object at 0x00000276DDD30990>]",gpt-4o,intuitive,singletoken,48,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD324D0>, <__main__.GaussianBandit object at 0x00000276DDD31650>, <__main__.GaussianBandit object at 0x00000276DDD30510>]",gpt-4o,greedy,singletoken,21,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD320D0>, <__main__.GaussianBandit object at 0x00000276DDD31AD0>, <__main__.GaussianBandit object at 0x00000276DDD33BD0>]",gpt-4o,greedy,singletoken,22,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD33F90>, <__main__.GaussianBandit object at 0x00000276DDD30E10>, <__main__.GaussianBandit object at 0x00000276DDD32AD0>]",gpt-4o,greedy,singletoken,24,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD339D0>, <__main__.GaussianBandit object at 0x00000276DDD31F90>, <__main__.GaussianBandit object at 0x00000276DDD33490>]",gpt-4o,greedy,singletoken,26,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD33590>, <__main__.GaussianBandit object at 0x00000276DDD31490>, <__main__.GaussianBandit object at 0x00000276DDD32590>]",gpt-4o,greedy,singletoken,27,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73BED0>, <__main__.GaussianBandit object at 0x00000276DC7394D0>, <__main__.GaussianBandit object at 0x00000276DC73A550>]",gpt-4o,greedy,singletoken,29,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73A810>, <__main__.GaussianBandit object at 0x00000276DC73B250>, <__main__.GaussianBandit object at 0x00000276DC7393D0>]",gpt-4o,greedy,singletoken,31,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73A950>, <__main__.GaussianBandit object at 0x00000276DC739110>, <__main__.GaussianBandit object at 0x00000276DC73B050>]",gpt-4o,greedy,singletoken,33,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC739D90>, <__main__.GaussianBandit object at 0x00000276DC738490>, <__main__.GaussianBandit object at 0x00000276DC73A190>]",gpt-4o,greedy,singletoken,34,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73AA50>, <__main__.GaussianBandit object at 0x00000276DC738C50>, <__main__.GaussianBandit object at 0x00000276DC7389D0>]",gpt-4o,greedy,singletoken,36,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC738A50>, <__main__.GaussianBandit object at 0x00000276DC7397D0>, <__main__.GaussianBandit object at 0x00000276DC73BA90>]",gpt-4o,greedy,singletoken,37,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC738910>, <__main__.GaussianBandit object at 0x00000276DC73A4D0>, <__main__.GaussianBandit object at 0x00000276DC73B2D0>]",gpt-4o,greedy,singletoken,39,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73B390>, <__main__.GaussianBandit object at 0x00000276DC73AF90>, <__main__.GaussianBandit object at 0x00000276DC73AC90>]",gpt-4o,greedy,singletoken,41,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73B950>, <__main__.GaussianBandit object at 0x00000276DC73A010>, <__main__.GaussianBandit object at 0x00000276DC739390>]",gpt-4o,greedy,singletoken,44,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC738ED0>, <__main__.GaussianBandit object at 0x00000276DC739DD0>, <__main__.GaussianBandit object at 0x00000276DC738590>]",gpt-4o,greedy,singletoken,46,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC73AD90>, <__main__.GaussianBandit object at 0x00000276DC73A210>, <__main__.GaussianBandit object at 0x00000276DC73B0D0>]",gpt-4o,greedy,singletoken,48,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01B8ED0>, <__main__.GaussianBandit object at 0x00000276E01BBE50>, <__main__.GaussianBandit object at 0x00000276E01B9250>]",gpt-4o,ucb,singletoken,21,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01BA850>, <__main__.GaussianBandit object at 0x00000276E01B8DD0>, <__main__.GaussianBandit object at 0x00000276E01B9A50>]",gpt-4o,ucb,singletoken,22,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01BAB50>, <__main__.GaussianBandit object at 0x00000276E01B84D0>, <__main__.GaussianBandit object at 0x00000276E01B88D0>]",gpt-4o,ucb,singletoken,24,0.9166666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01BBB10>, <__main__.GaussianBandit object at 0x00000276E01BA590>, <__main__.GaussianBandit object at 0x00000276E01B8850>]",gpt-4o,ucb,singletoken,26,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01BA890>, <__main__.GaussianBandit object at 0x00000276E01B8610>, <__main__.GaussianBandit object at 0x00000276E01B8B90>]",gpt-4o,ucb,singletoken,27,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDC9EED0>, <__main__.GaussianBandit object at 0x00000276DDC9FD10>, <__main__.GaussianBandit object at 0x00000276DDC9DD50>]",gpt-4o,ucb,singletoken,29,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE654810>, <__main__.GaussianBandit object at 0x00000276DE656790>, <__main__.GaussianBandit object at 0x00000276DDC9D4D0>]",gpt-4o,ucb,singletoken,31,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE654DD0>, <__main__.GaussianBandit object at 0x00000276DE655D10>, <__main__.GaussianBandit object at 0x00000276DE656AD0>]",gpt-4o,ucb,singletoken,33,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE657910>, <__main__.GaussianBandit object at 0x00000276DE656310>, <__main__.GaussianBandit object at 0x00000276DE656410>]",gpt-4o,ucb,singletoken,34,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE654E50>, <__main__.GaussianBandit object at 0x00000276DE6573D0>, <__main__.GaussianBandit object at 0x00000276DE654890>]",gpt-4o,ucb,singletoken,36,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE657D50>, <__main__.GaussianBandit object at 0x00000276DE655AD0>, <__main__.GaussianBandit object at 0x00000276DE654ED0>]",gpt-4o,ucb,singletoken,37,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE655E50>, <__main__.GaussianBandit object at 0x00000276DE6566D0>, <__main__.GaussianBandit object at 0x00000276DE656910>]",gpt-4o,ucb,singletoken,39,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE657A10>, <__main__.GaussianBandit object at 0x00000276DE654BD0>, <__main__.GaussianBandit object at 0x00000276DE657850>]",gpt-4o,ucb,singletoken,41,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE655D50>, <__main__.GaussianBandit object at 0x00000276DE657D90>, <__main__.GaussianBandit object at 0x00000276DE655A50>]",gpt-4o,ucb,singletoken,44,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE656A10>, <__main__.GaussianBandit object at 0x00000276DE654650>, <__main__.GaussianBandit object at 0x00000276DE654910>]",gpt-4o,ucb,singletoken,46,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE654410>, <__main__.GaussianBandit object at 0x00000276DE657490>, <__main__.GaussianBandit object at 0x00000276DE654710>]",gpt-4o,ucb,singletoken,48,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD2C0310>, <__main__.GaussianBandit object at 0x00000276DD2C0910>, <__main__.GaussianBandit object at 0x00000276DCAC36D0>]",gpt-4,random,cot,20,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AE810>, <__main__.GaussianBandit object at 0x00000276DE443A10>, <__main__.GaussianBandit object at 0x00000276DE4410D0>]",gpt-4,random,cot,22,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB9B710>, <__main__.GaussianBandit object at 0x00000276DCB9A050>, <__main__.GaussianBandit object at 0x00000276DCB98090>]",gpt-4,random,cot,24,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01E8950>, <__main__.GaussianBandit object at 0x00000276E01EB850>, <__main__.GaussianBandit object at 0x00000276E01E8310>]",gpt-4,random,cot,26,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD6B9650>, <__main__.GaussianBandit object at 0x00000276DD6B8AD0>, <__main__.GaussianBandit object at 0x00000276DD6BA410>]",gpt-4,random,cot,28,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC702E10>, <__main__.GaussianBandit object at 0x00000276DC686210>, <__main__.GaussianBandit object at 0x00000276DC6846D0>]",gpt-4,random,cot,30,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC709AD0>, <__main__.GaussianBandit object at 0x00000276DC7086D0>, <__main__.GaussianBandit object at 0x00000276DC7098D0>]",gpt-4,random,cot,32,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE45D590>, <__main__.GaussianBandit object at 0x00000276DE45FC10>, <__main__.GaussianBandit object at 0x00000276DE45C410>]",gpt-4,random,cot,34,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD266650>, <__main__.GaussianBandit object at 0x00000276DD264C10>, <__main__.GaussianBandit object at 0x00000276DD265B10>]",gpt-4,random,cot,36,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD6719D0>, <__main__.GaussianBandit object at 0x00000276DD671510>, <__main__.GaussianBandit object at 0x00000276DD6724D0>]",gpt-4,random,cot,38,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD673C50>, <__main__.GaussianBandit object at 0x00000276DD671850>, <__main__.GaussianBandit object at 0x00000276DD673D50>]",gpt-4,random,cot,40,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD673890>, <__main__.GaussianBandit object at 0x00000276DD671550>, <__main__.GaussianBandit object at 0x00000276DD673A50>]",gpt-4,random,cot,42,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69DED0>, <__main__.GaussianBandit object at 0x00000276DD69D750>, <__main__.GaussianBandit object at 0x00000276DD69DC10>]",gpt-4,random,cot,44,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69E810>, <__main__.GaussianBandit object at 0x00000276DD69D890>, <__main__.GaussianBandit object at 0x00000276DD69C2D0>]",gpt-4,random,cot,46,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69EB90>, <__main__.GaussianBandit object at 0x00000276DD69E390>, <__main__.GaussianBandit object at 0x00000276DD69DA90>]",gpt-4,random,cot,48,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69EA50>, <__main__.GaussianBandit object at 0x00000276DD69C150>, <__main__.GaussianBandit object at 0x00000276DD69CF50>]",gpt-4,intuitive,cot,20,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69E310>, <__main__.GaussianBandit object at 0x00000276DD69CE10>, <__main__.GaussianBandit object at 0x00000276DD69E690>]",gpt-4,intuitive,cot,22,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC619E50>, <__main__.GaussianBandit object at 0x00000276DC61B7D0>, <__main__.GaussianBandit object at 0x00000276DC61B4D0>]",gpt-4,intuitive,cot,24,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC61B9D0>, <__main__.GaussianBandit object at 0x00000276DC6192D0>, <__main__.GaussianBandit object at 0x00000276DC61A0D0>]",gpt-4,intuitive,cot,26,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC61BF10>, <__main__.GaussianBandit object at 0x00000276DC61B310>, <__main__.GaussianBandit object at 0x00000276DC618350>]",gpt-4,intuitive,cot,28,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC618C50>, <__main__.GaussianBandit object at 0x00000276DC61AE90>, <__main__.GaussianBandit object at 0x00000276DC61B990>]",gpt-4,intuitive,cot,30,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC619250>, <__main__.GaussianBandit object at 0x00000276DC61AB90>, <__main__.GaussianBandit object at 0x00000276DC618050>]",gpt-4,intuitive,cot,32,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC61A7D0>, <__main__.GaussianBandit object at 0x00000276DC618190>, <__main__.GaussianBandit object at 0x00000276DC61A4D0>]",gpt-4,intuitive,cot,34,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC61AF90>, <__main__.GaussianBandit object at 0x00000276DC619C90>, <__main__.GaussianBandit object at 0x00000276DC61B110>]",gpt-4,intuitive,cot,36,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC61BC90>, <__main__.GaussianBandit object at 0x00000276DC619B50>, <__main__.GaussianBandit object at 0x00000276DC619310>]",gpt-4,intuitive,cot,38,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB2C190>, <__main__.GaussianBandit object at 0x00000276DCB2D510>, <__main__.GaussianBandit object at 0x00000276DCB2F590>]",gpt-4,intuitive,cot,40,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB2F9D0>, <__main__.GaussianBandit object at 0x00000276DCB2D8D0>, <__main__.GaussianBandit object at 0x00000276DCB2F490>]",gpt-4,intuitive,cot,42,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB2C610>, <__main__.GaussianBandit object at 0x00000276DCB2D5D0>, <__main__.GaussianBandit object at 0x00000276DCB2DD10>]",gpt-4,intuitive,cot,44,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69EE50>, <__main__.GaussianBandit object at 0x00000276DD69C390>, <__main__.GaussianBandit object at 0x00000276DD69C750>]",gpt-4,intuitive,cot,46,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB2FB10>, <__main__.GaussianBandit object at 0x00000276DCB2CCD0>, <__main__.GaussianBandit object at 0x00000276DCB2C850>]",gpt-4,intuitive,cot,48,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB2C090>, <__main__.GaussianBandit object at 0x00000276DCB2FB90>, <__main__.GaussianBandit object at 0x00000276DCB2FCD0>]",gpt-4,greedy,cot,20,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF46150>, <__main__.GaussianBandit object at 0x00000276DCF44FD0>, <__main__.GaussianBandit object at 0x00000276DCF44C10>]",gpt-4,greedy,cot,22,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF44550>, <__main__.GaussianBandit object at 0x00000276DCF47890>, <__main__.GaussianBandit object at 0x00000276DCF44510>]",gpt-4,greedy,cot,24,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF44110>, <__main__.GaussianBandit object at 0x00000276DCF460D0>, <__main__.GaussianBandit object at 0x00000276DCF46B50>]",gpt-4,greedy,cot,26,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF463D0>, <__main__.GaussianBandit object at 0x00000276DCF44B50>, <__main__.GaussianBandit object at 0x00000276DCF47CD0>]",gpt-4,greedy,cot,28,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF47AD0>, <__main__.GaussianBandit object at 0x00000276DCF46250>, <__main__.GaussianBandit object at 0x00000276DCF45F50>]",gpt-4,greedy,cot,30,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF44310>, <__main__.GaussianBandit object at 0x00000276DCF45D10>, <__main__.GaussianBandit object at 0x00000276DCF472D0>]",gpt-4,greedy,cot,32,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF46F90>, <__main__.GaussianBandit object at 0x00000276DCF47C50>, <__main__.GaussianBandit object at 0x00000276DCF46650>]",gpt-4,greedy,cot,34,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF46290>, <__main__.GaussianBandit object at 0x00000276DCF454D0>, <__main__.GaussianBandit object at 0x00000276DCF47F10>]",gpt-4,greedy,cot,36,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF466D0>, <__main__.GaussianBandit object at 0x00000276DCF45950>, <__main__.GaussianBandit object at 0x00000276DCF45E90>]",gpt-4,greedy,cot,38,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF46810>, <__main__.GaussianBandit object at 0x00000276DCF46E90>, <__main__.GaussianBandit object at 0x00000276DCF46A10>]",gpt-4,greedy,cot,40,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF44E90>, <__main__.GaussianBandit object at 0x00000276DCF47450>, <__main__.GaussianBandit object at 0x00000276DCF478D0>]",gpt-4,greedy,cot,42,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF47510>, <__main__.GaussianBandit object at 0x00000276DCF471D0>, <__main__.GaussianBandit object at 0x00000276DCF45350>]",gpt-4,greedy,cot,44,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF45690>, <__main__.GaussianBandit object at 0x00000276DCF44450>, <__main__.GaussianBandit object at 0x00000276DCF45B90>]",gpt-4,greedy,cot,46,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD23E90>, <__main__.GaussianBandit object at 0x00000276DDD22350>, <__main__.GaussianBandit object at 0x00000276DDD22B90>]",gpt-4,greedy,cot,48,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD21250>, <__main__.GaussianBandit object at 0x00000276DDD23290>, <__main__.GaussianBandit object at 0x00000276DDD23A10>]",gpt-4,ucb,cot,20,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD21650>, <__main__.GaussianBandit object at 0x00000276DDD23750>, <__main__.GaussianBandit object at 0x00000276DDD20850>]",gpt-4,ucb,cot,22,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD21B10>, <__main__.GaussianBandit object at 0x00000276DDD23210>, <__main__.GaussianBandit object at 0x00000276DDD23850>]",gpt-4,ucb,cot,24,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD23190>, <__main__.GaussianBandit object at 0x00000276DDD20050>, <__main__.GaussianBandit object at 0x00000276DDD22190>]",gpt-4,ucb,cot,26,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD20290>, <__main__.GaussianBandit object at 0x00000276DDD22290>, <__main__.GaussianBandit object at 0x00000276DDD22390>]",gpt-4,ucb,cot,28,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD21D10>, <__main__.GaussianBandit object at 0x00000276DDD23F50>, <__main__.GaussianBandit object at 0x00000276DDD200D0>]",gpt-4,ucb,cot,30,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD23E50>, <__main__.GaussianBandit object at 0x00000276DDD21C10>, <__main__.GaussianBandit object at 0x00000276DDD219D0>]",gpt-4,ucb,cot,32,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD23E10>, <__main__.GaussianBandit object at 0x00000276DDD23710>, <__main__.GaussianBandit object at 0x00000276DDD21A90>]",gpt-4,ucb,cot,34,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD21290>, <__main__.GaussianBandit object at 0x00000276DDD20110>, <__main__.GaussianBandit object at 0x00000276DDD20210>]",gpt-4,ucb,cot,36,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD22F10>, <__main__.GaussianBandit object at 0x00000276DDD21790>, <__main__.GaussianBandit object at 0x00000276DDD22E90>]",gpt-4,ucb,cot,38,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC796550>, <__main__.GaussianBandit object at 0x00000276DC797990>, <__main__.GaussianBandit object at 0x00000276DC796310>]",gpt-4,ucb,cot,40,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC794750>, <__main__.GaussianBandit object at 0x00000276DC7940D0>, <__main__.GaussianBandit object at 0x00000276DC7953D0>]",gpt-4,ucb,cot,42,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC794D90>, <__main__.GaussianBandit object at 0x00000276DC795E50>, <__main__.GaussianBandit object at 0x00000276DC794150>]",gpt-4,ucb,cot,44,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC795E10>, <__main__.GaussianBandit object at 0x00000276DC794610>, <__main__.GaussianBandit object at 0x00000276DC796450>]",gpt-4,ucb,cot,46,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC797CD0>, <__main__.GaussianBandit object at 0x00000276DC794690>, <__main__.GaussianBandit object at 0x00000276DC795150>]",gpt-4,ucb,cot,48,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC795D90>, <__main__.GaussianBandit object at 0x00000276DC797450>, <__main__.GaussianBandit object at 0x00000276DC795D10>]",gpt-4,random,singletoken,20,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC794110>, <__main__.GaussianBandit object at 0x00000276DC795910>, <__main__.GaussianBandit object at 0x00000276DC795690>]",gpt-4,random,singletoken,22,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC794FD0>, <__main__.GaussianBandit object at 0x00000276DC795A90>, <__main__.GaussianBandit object at 0x00000276DC795290>]",gpt-4,random,singletoken,24,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC794450>, <__main__.GaussianBandit object at 0x00000276DC797690>, <__main__.GaussianBandit object at 0x00000276DC797610>]",gpt-4,random,singletoken,26,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC795110>, <__main__.GaussianBandit object at 0x00000276DC794490>, <__main__.GaussianBandit object at 0x00000276DC795350>]",gpt-4,random,singletoken,28,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC795390>, <__main__.GaussianBandit object at 0x00000276DC797E90>, <__main__.GaussianBandit object at 0x00000276DC797150>]",gpt-4,random,singletoken,30,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC796750>, <__main__.GaussianBandit object at 0x00000276DC794ED0>, <__main__.GaussianBandit object at 0x00000276DC796950>]",gpt-4,random,singletoken,32,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276D70D2290>, <__main__.GaussianBandit object at 0x00000276D70D1990>, <__main__.GaussianBandit object at 0x00000276D70D0B50>]",gpt-4,random,singletoken,34,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B8F10>, <__main__.GaussianBandit object at 0x00000276DD0BB190>, <__main__.GaussianBandit object at 0x00000276DD0B8D90>]",gpt-4,random,singletoken,36,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B9E50>, <__main__.GaussianBandit object at 0x00000276DD0B9010>, <__main__.GaussianBandit object at 0x00000276DD0B8D10>]",gpt-4,random,singletoken,38,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B9510>, <__main__.GaussianBandit object at 0x00000276DD0B8910>, <__main__.GaussianBandit object at 0x00000276DD0BBE50>]",gpt-4,random,singletoken,40,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0BAED0>, <__main__.GaussianBandit object at 0x00000276DD0B9250>, <__main__.GaussianBandit object at 0x00000276DD0BAF50>]",gpt-4,random,singletoken,42,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0BA8D0>, <__main__.GaussianBandit object at 0x00000276DD0B8890>, <__main__.GaussianBandit object at 0x00000276DD0B9C90>]",gpt-4,random,singletoken,44,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B8590>, <__main__.GaussianBandit object at 0x00000276DD0B8E90>, <__main__.GaussianBandit object at 0x00000276DD0BAB10>]",gpt-4,random,singletoken,46,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0BB050>, <__main__.GaussianBandit object at 0x00000276DD0BADD0>, <__main__.GaussianBandit object at 0x00000276DD0BA610>]",gpt-4,random,singletoken,48,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B9AD0>, <__main__.GaussianBandit object at 0x00000276DD0BA310>, <__main__.GaussianBandit object at 0x00000276DD0B9950>]",gpt-4,intuitive,singletoken,20,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B8C90>, <__main__.GaussianBandit object at 0x00000276DD0BA790>, <__main__.GaussianBandit object at 0x00000276DD0BA050>]",gpt-4,intuitive,singletoken,22,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0BAC50>, <__main__.GaussianBandit object at 0x00000276DD0B8FD0>, <__main__.GaussianBandit object at 0x00000276DD0B9CD0>]",gpt-4,intuitive,singletoken,24,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0BB9D0>, <__main__.GaussianBandit object at 0x00000276DD0B9090>, <__main__.GaussianBandit object at 0x00000276DD0B9390>]",gpt-4,intuitive,singletoken,26,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B9A10>, <__main__.GaussianBandit object at 0x00000276DD0BAC10>, <__main__.GaussianBandit object at 0x00000276DD0BA850>]",gpt-4,intuitive,singletoken,28,0.8333333333333334,game data removed to save disk size,
